"cjMax","cjMin","avCj1","cjRange","deviceUse","education","sample","gender","age","algor1Choice","algor2Choice","resolution","resolution2","correctInitial","correctFinal","meanDotRT","meanAdvisor1Sway","meanAdvisor2Sway","algor1Agreed","algor2Agreed","ctcTime","preferenceStrength","meanAlgor1AgreeConfDiff","meanAlgor1DisagreeConfDiff","meanAlgor2AgreeConfDiff","meanAlgor2DisagreeConfDiff","quantAdvisor1","quantAdvisor2","quantAdvisor3","quantAdvisor4","quantCorrect1","quantCorrect2","quantCorrect3","quantCorrect4","finalDD","rocAUC1","algor2Influence","algor1TrustQ","algor2TrustQ","resolution2Adv1","resolution2Adv2","advisorSwaps","meanAdviceSway","meanChoiceCj1","Az","fc","Az2","fc2","advisorSettleTrial","algor1ChoiceBeforeSettle","correctInitialBeforeSettle","cj1ChoiceBeforeSettle","cj2ChoiceBeforeSettle",
47,9,27.4083,38,2,7,"B","F",24,0.3375,0.6625,6.8125,14.2917,0.8,0.80833,1.8674,0.093023,0.92208,0.7907,0.7013,3.5952,16.25,3.8462,-28.6667,7.8462,-15.9091,0.43478,0.19048,0.38889,0.33333,0.625,0.7931,0.9,0.89655,12,0.71419,-8.7576,7,10,17.5873,12.6078,36,11.275,26.8625,0.71615,0.68229,0.78306,0.7481,78,0.25641,0.53846,26.5,25.5,
33,8,18.8,25,11,6,"B","F",22,0.425,0.575,1.6792,2.2332,0.78333,0.75,1.4266,1.3,0.54286,0.7,0.74286,2.9907,7.5,1.8571,-12.6667,4.3684,-10,0.47619,0.47368,0.38889,0.36364,0.82857,0.82759,0.75862,0.7037,15,0.58408,-0.15539,8,15,4.2764,1.3507,41,8.075,19.2875,0.41653,0.52046,0.6663,0.7,80,0.275,0.55,20.7193,19.0702,
50,1,23.6333,49,3,2,"B","F",18,0,1,7.8187,13.1391,0.84167,0.9,2.3294,1.7143,1.0707,0.7619,0.75758,3.9367,50,3.0667,-18,5.6923,-12.1667,0,0,0,0,0.72973,0.84375,0.92,0.92308,15,0.66675,-3.2077,12,12,0.75,14.3025,0,7.2667,21.65,0.65138,0.64226,0.63272,0.6713,1,0,0,NaN,NaN,
49,20,37.2667,29,8,7,"B","M",31,0.475,0.525,2.6667,3.0889,0.75,0.75,1.8103,0.35593,0.80328,0.71186,0.65574,2.7155,2.5,0.53333,0.16667,-1.3846,-6.8333,0.63636,0.36364,0.35,0.5625,0.625,0.81818,0.64516,0.95833,15,0.61537,5.0821,10,10,4.4756,1.3537,44,0.9,37.4,0.61852,0.62222,0.61778,0.62222,80,0.275,0.4625,35.5294,35,
49,2,14,47,8,7,"B","F",27,0.2125,0.7875,5.6542,6.4237,0.74167,0.75,1.6221,1.5128,1.4074,0.66667,0.74074,2.0733,28.75,3.4667,0.14286,1,-4.2857,0.30769,0.11111,0.46667,0,0.63889,0.68,0.75862,0.9,15,0.64607,1.9619,11,16,7.9231,5.0476,26,2.8917,14.075,0.64154,0.61453,0.65704,0.65,80,0.125,0.4625,14.2075,15.3396,
13,1,4.9667,12,6,3,"B","F",19,0.4125,0.5875,1.3035,3.844,0.80833,0.83333,1.4031,2.4906,1.5522,0.66038,0.67164,2.2422,8.75,7.25,-4.125,4.4,-4,0.38462,0.36842,0.3913,0.58333,0.76316,0.74194,0.82353,1,15,0.63088,-2.975,12,16,5.3005,2.748,38,5.3667,5.075,0.64769,0.63761,0.656,0.67,79,0.29114,0.58228,4.7037,7.3889,
50,1,23.5583,49,2,5,"B","F",22,0.4625,0.5375,1.8935,1.8515,0.65833,0.625,0.84277,0.21667,0.71667,0.61667,0.83333,2.1971,3.75,-2.75,-5.6364,1.8,-33.8571,0.48,0.375,0.5,0.46154,0.68571,0.7037,0.59375,0.65385,15,0.55017,32.7708,15,17,5.7908,2.4365,41,13.6167,22.65,0.45137,0.52177,0.48504,0.53556,77,0.36364,0.42857,21,21.8462,
42,1,15.2083,41,11,5,"B","F",22,0.1125,0.8875,0.83714,8.2486,0.58333,0.6,3.1237,6.64,6.5684,0.96,0.84211,4.4607,38.75,19,-17.4286,25.2857,-14.3529,0.11111,0.21053,0.052632,0.083333,0.58065,0.53333,0.56667,0.65517,9,0.52771,3.2101,10,10,7.8175,9.2062,17,19.7167,15.8875,0.532,0.56,0.61198,0.62847,68,0.10294,0.42647,15.6889,27.0444,
33,17,24.3417,16,7,7,"B","F",24,0.9125,0.0875,0.47159,1.4801,0.73333,0.69167,2.1536,0.53933,0.77419,0.62921,0.70968,3.4358,41.25,-5.25,-17.75,0.15385,-15.6364,0.95833,0.8,0.89474,0.95455,0.75,0.85714,0.62963,0.68966,12,0.54723,3.2902,16,8,1.1513,2.5595,8,10.5167,24.6375,0.4517,0.53125,0.47476,0.52654,78,0.58974,0.44872,24.6275,24.3725,
25,1,13.1667,24,5,2,"B","F",19,0.5375,0.4625,1.284,1.7143,0.70833,0.75,1.867,1.3,1.0333,0.75,0.75,3.0094,3.75,1.5385,-13.25,0.35714,-3.4444,0.625,0.5,0.31579,0.68421,0.62857,0.66667,0.78571,0.79167,13,0.58151,-10.9869,16,9,1.5778,1.4,40,5.0833,13.4375,0.5758,0.59832,0.58926,0.61111,80,0.3375,0.45,13.7925,13.4906,
46,2,18.6333,44,11,6,"B","F",27,0.5875,0.4125,0.90667,9.3289,0.625,0.69167,1.6887,3.913,3.1176,0.69565,0.60784,3.7543,8.75,5.4444,-18.5385,4.6,-8,0.68421,0.75,0.44444,0.47826,0.53333,0.72727,0.55556,0.66667,10,0.52933,-11.3829,14,6,11.7609,6.8981,42,15.9417,19.05,0.52711,0.56222,0.68186,0.69293,79,0.34177,0.40506,20.451,23.1176,
41,2,18.5583,39,12,7,"B","F",23,0.95,0.05,0.040356,0.19083,0.71667,0.70833,1.6404,0.30851,0.11538,0.55319,0.84615,3.3948,45,2.6667,-3.4444,1.875,-9,0.95652,0.875,0.95455,1,0.6875,0.85714,0.72727,0.59259,9,0.4723,4.7639,9,10,0.32149,1.5714,7,3.8167,18.675,0.47093,0.55062,0.54521,0.58151,80,0.65,0.475,17.5,17.5741,
47,2,22.3917,45,5,2,"B","F",20,0.625,0.375,2.1621,8.8421,0.79167,0.74167,1.811,0.97297,0.54348,0.75676,0.8913,3.0543,12.5,1.5714,-15,5,-25.2857,0.57692,0.64706,0.63158,0.66667,0.80645,0.6875,0.84375,0.84,15,0.55684,13.7143,11,9,6.2823,13.0781,35,12.7417,21.6375,0.55705,0.61579,0.66691,0.6477,80,0.45,0.4875,21.5769,21.2308,
36,3,11.7833,33,10,6,"B","M",27,0.5875,0.4125,1.4984,3.371,0.725,0.73333,1.21,1.0606,1.0741,0.60606,0.61111,1.7034,8.75,-0.44444,-1.9,0.92857,-6.2857,0.73913,0.47368,0.6,0.5,0.68571,0.64516,0.8,0.7931,11,0.57837,5.7587,12,12,3.3905,2.8095,35,2.7333,11.7375,0.57506,0.61703,0.64382,0.68182,79,0.4557,0.50633,10.8269,9.8654,
45,3,17.9833,42,4,5,"B","F",22,0.5375,0.4625,0.87463,1.521,0.69167,0.71667,1.5274,0.3125,0.26786,0.5625,0.71429,2.2922,3.75,1.3636,0.4,0.16667,-4.2857,0.5625,0.57143,0.58333,0.42105,0.76667,0.6,0.67647,0.73077,15,0.50098,3.4887,12,12,0.91251,2.3625,45,1.6083,19.0625,0.49919,0.56024,0.50068,0.57182,80,0.3625,0.4875,19.9434,19.8679,
46,3,25.9667,43,6,5,"B","F",19,0.525,0.475,0.47731,4.1361,0.70833,0.7,2.4863,0.82456,1.1111,0.52632,0.50794,3.4145,2.5,5,-5.75,4.6875,-5,0.7619,0.78261,0.4375,0.05,0.67742,0.76667,0.7,0.68966,14,0.5084,-1.0625,18,16,1.1631,7.3026,33,4.4083,25.7,0.50756,0.57143,0.61541,0.61706,80,0.3,0.5,28.7547,28.4906,
48,2,17.925,46,7,5,"B","F",20,0.5875,0.4125,7.394,10.3211,0.69167,0.7,1.6911,2.0149,0.15094,0.56716,0.69811,3.3903,8.75,2.6364,-7.7778,2.7333,-9.8,0.30435,0.47619,0.78947,0.88235,0.51613,0.56667,0.83333,0.86207,12,0.6887,2.1192,10,10,10.3241,11.6227,38,4.3917,17.0125,0.69065,0.69163,0.76422,0.70635,76,0.28947,0.48684,15.6275,14.3137,
31,7,18.7167,24,7,3,"B","M",21,0.85,0.15,0.44683,7.552,0.775,0.78333,1.5608,0.70588,2.7714,0.70588,0.74286,3.0531,35,4.75,-17.2,0.85714,-11.4444,0.90909,0.92857,0.79167,0.8,0.79487,0.68182,0.7931,0.8,9,0.51354,-9.6484,16,9,8.7577,4.75,16,6.7083,19.175,0.51055,0.55914,0.75327,0.74304,68,0.51471,0.47059,19.1304,17.4565,
42,3,17.1083,39,2,3,"B","M",23,0.275,0.725,2.1447,9.315,0.65,0.65,1.7167,7.8205,5.1852,0.89744,0.80247,2.5505,22.5,15.2857,-17.4,14.4615,-16.7,0.25,0.35,0.31818,0.16667,0.65625,0.5,0.71429,0.75,5,0.56303,-1.5242,7,9,13.125,7.5741,32,17.8083,16.825,0.56074,0.58516,0.64744,0.65659,79,0.11392,0.40506,16.9,23.74,
50,1,25.575,49,3,2,"B","F",18,0.025,0.975,13.2222,12.6652,0.825,0.825,2.086,1.1667,1.1042,0.70833,0.64583,2.5113,47.5,1.5714,0.25,0.25,-12,0,0.038462,0.055556,0,0.65625,0.78788,0.92857,0.96296,15,0.72968,10.9286,10,15,15.5455,12.1087,4,4.2667,24.4125,0.72968,0.7316,0.71429,0.71429,53,0,0.50943,21.5405,20.2162,
46,3,15.2167,43,7,2,"B","F",19,0.1125,0.8875,3.6533,8.3111,0.625,0.675,1.8442,10.4,14.1895,0.68,0.8,2.9017,38.75,14.875,-2.25,20.5833,-3.5833,0.15385,0.125,0.125,0.045455,0.63889,0.42857,0.65385,0.76667,10,0.58874,7.0417,8,8,11.5441,7.7996,18,18.3,15.725,0.59437,0.61333,0.65337,0.66999,68,0.10294,0.44118,12.6889,26.9333,
50,3,24.25,47,8,7,"B","M",23,1,0,3.4889,9.5778,0.75,0.75833,1.6078,0.40404,0.57143,0.71717,0.47619,3.7567,50,3.6667,-13.8,-8.6154,9.75,1,1,1,1,0.66667,0.77419,0.7,0.86207,15,0.58296,-35.8321,10,4,11.0616,1,0,12.4833,23.425,0.5763,0.60556,0.70898,0.70102,1,1,1,11,21,
49,1,24.675,48,4,2,"B","M",20,0.9125,0.0875,6.5889,9.8556,0.75,0.79167,1.5466,1.1031,1.8696,0.82474,0.69565,3.2227,41.25,1.2857,-16.4,1.5556,-9.8571,1,0.8125,0.89474,0.9,0.6129,0.72414,0.77419,0.89655,12,0.635,-6.273,14,9,8.0713,17.2941,9,7.9,24.0625,0.63407,0.63333,0.69516,0.69474,78,0.62821,0.51282,22.2692,22.3269,
45,2,14.7083,43,6,6,"B","F",26,0.9125,0.0875,5.1389,1.48,0.79167,0.80833,1.0048,0.36842,0.44,0.69474,0.64,1.9203,41.25,1.9231,-0.11111,-1.5,-11,0.9,0.95,0.94444,0.86364,0.64865,0.86207,0.69231,1,15,0.71684,7.4658,8,8,2.39,2.05,8,6.9,15.35,0.72084,0.68316,0.58763,0.60511,56,0.60714,0.57143,16.7838,17.4054,
46,7,25.75,39,5,7,"B","M",32,0.9625,0.0375,4.0356,11.5286,0.75833,0.74167,1.4117,6.5,1.2778,0.69608,0.66667,2.4632,46.25,15.4167,-13,7.2857,-18.5,0.94444,0.90476,1,1,0.66667,0.76667,0.66667,0.93333,12,0.61254,-2.631,16,6,13.4646,1.4667,6,16.6833,26.125,0.61046,0.63585,0.80609,0.78036,47,0.68085,0.46809,25.9412,30.3824,
27,2,12.825,25,5,2,"B","F",18,0.425,0.575,3.8625,8.5,0.66667,0.75833,1.8526,1.3966,1.5806,0.7931,0.80645,3.1487,7.5,2.9231,-10.5455,8.5556,-9.1429,0.95,0.44,0.23077,0.045455,0.5625,0.59459,0.7619,0.8,8,0.65484,4.2299,12,11,2.6178,10.9196,34,8.1917,13.4875,0.65719,0.65,0.66427,0.6385,79,0.29114,0.48101,13.6852,12.6852,
50,12,32.0167,38,5,2,"C","F",19,0.0125,0.9875,6.6444,9.1556,0.75,0.76667,1.773,0.57895,3.8119,0.57895,0.73267,2.5574,48.75,3.3333,-6.1111,6.3636,-7.3636,0.0625,0,0,0,0.64516,0.6875,0.77778,0.9,6,0.66222,4.2828,13,13,3.2692,10.0871,2,7.6167,32.9625,0.67111,0.65,0.67352,0.66615,24,0,0.54167,29.9444,35.1111,
37,2,18.9167,35,8,7,"C","M",29,0.2875,0.7125,4.8222,10.6667,0.75,0.78333,1.4904,1.2326,0.064935,0.72093,0.80519,2.2891,21.25,3.7692,-13.2857,8.3846,-17.7143,0.36364,0.35,0.26316,0.15789,0.62162,0.71429,0.77778,0.92857,12,0.69019,9.044,11,15,10.0188,10.9341,22,11.0167,19.3,0.68704,0.67222,0.74386,0.74632,73,0.23288,0.50685,20.3333,18.4118,
29,1,7.8667,28,4,2,"C","F",20,0.1375,0.8625,1.948,3.526,0.71667,0.725,1.8357,4.5278,7.2381,0.77778,0.69048,2.3934,36.25,6.4375,-5.7778,9.1111,-11.1667,0.045455,0.23529,0.27273,0,0.75758,0.66667,0.5625,0.89286,15,0.53334,8.0625,15,17,1.0179,4.8488,2,8.9917,7.875,0.52941,0.61902,0.6907,0.69227,21,0.19048,0.38095,5.4615,9.4615,
37,7,22.0333,30,4,2,"C","F",20,0,1,3.0911,8.077,0.68333,0.75,1.5222,1.6087,0.7732,0.6087,0.71134,2.3757,50,4.6154,-4.3,3.25,-9.7778,0,0,0,0,0.65714,0.53571,0.66667,0.88889,10,0.61104,4.1124,8,9,2.1333,9.6453,0,6.1667,21.8125,0.612,0.62131,0.59222,0.60556,1,0,1,26,26,
50,27,45.3667,23,9,7,"C","M",40,0.4375,0.5625,0.13333,1.6111,0.75,0.75,3.0542,0.90909,0.015385,0.6,0.49231,4.14,6.25,-3.9167,-0.125,0,0.1,0.57143,0.33333,0.41463,NaN,0.72727,0.74074,0.76667,NaN,15,0.51593,3.6917,12,13,5.2,0.088889,32,0.45833,45.3375,0.52741,0.55,0.55111,0.57222,80,0.3125,0.5,43.9815,43.9259,
31,1,9.0167,30,2,2,"C","F",18,0.675,0.325,3.76,7.7733,0.625,0.68333,2.4821,4.375,3.0417,0.76389,0.77083,4.0385,17.5,6.8,-7,6.8,-7.5833,0.8,0.6,0.59091,0.69231,0.5,0.42308,0.82353,0.75,5,0.65896,0.58333,16,9,7.6672,8.0938,18,8.5083,8.2125,0.64919,0.68444,0.7208,0.75513,57,0.24561,0.36842,7.8919,11.8919,
30,1,15.2167,29,4,7,"C","F",26,0.475,0.525,4.5601,6.1664,0.75833,0.75,2.4428,1.4655,1.3871,0.68966,0.75806,4.7711,2.5,2.7857,-3.5,2.2857,-9.8333,0.29167,0.55,0.6875,0.45,0.57143,0.72414,0.87097,0.92,13,0.71902,5.8333,15,9,7.2054,5.2653,39,5.675,15.225,0.71504,0.69799,0.71704,0.67778,79,0.3038,0.43038,12.8431,13.2941,
48,1,15.3333,47,8,7,"C","F",22,0.925,0.075,0.94967,8.2203,0.675,0.68333,2.0923,0.19149,5.6154,0.76596,0.65385,3.7312,42.5,-1.3,-11.1,1.8,-13.6,0.95455,0.90476,0.8125,1,0.58065,0.58065,0.89286,0.66667,6,0.58389,5.6,16,10,8.2281,7.5948,12,10.9833,15.3875,0.58246,0.62393,0.72754,0.71598,69,0.62319,0.44928,15.6957,17.1957,
47,4,29.7583,43,3,3,"C","F",21,0.425,0.575,1.8062,10.5436,0.60833,0.675,3.302,2.8654,1.7206,0.82692,0.77941,6.8774,7.5,2.0909,-18.5714,9.9231,-15.1111,0.69231,0.40909,0.25,0.1875,0.58065,0.54545,0.55556,0.75862,12,0.56398,4.3719,16,14,10.5688,10.6423,28,12.85,27.9125,0.56106,0.58613,0.63564,0.63865,80,0.3625,0.4,28.0185,25.2593,
45,12,29.8083,33,2,3,"C","M",21,0.125,0.875,1.2677,3.3434,0.55,0.625,3.5012,4.2308,2.9043,0.53846,0.69149,4.53,37.5,-0.14286,-18.3333,0.94118,-20.2857,0.15385,0.15385,0,0,0.5,0.54386,0.75,0.58621,7,0.53325,3.0364,13,16,2.131,3.6584,10,9.375,28.3125,0.53114,0.55471,0.49926,0.54667,32,0.28125,0.40625,26.875,24.375,
40,1,17.6917,39,4,2,"C","F",19,1,0,0.011111,4.5222,0.75,0.73333,2.4368,2.9596,2.8095,0.87879,0.90476,5.3144,50,3.2727,-26.625,1.6667,-12.5556,1,1,1,1,0.7,0.76667,0.78788,0.74074,15,0.49444,-15.6755,14,8,4.5824,4.1429,0,12.2333,17.5375,0.5037,0.56111,0.77947,0.77699,1,0,0,NaN,NaN,
50,1,32.2917,49,9,6,"C","F",38,0.4875,0.5125,6.875,4.2841,0.73333,0.74167,1.7084,8.381,9.8947,0.61905,0.75439,2.3827,1.25,17.2,-2.8889,2,-12.7778,0.47368,0.3913,0.52,0.61538,0.6,0.77419,0.76316,0.80952,10,0.62074,-5.3111,8,4,5.0614,3.3381,37,15.45,32.2875,0.61932,0.61364,0.63501,0.62595,80,0.35,0.475,35.0377,42.9811,
41,3,18.675,38,1,2,"C","F",18,0.275,0.725,4.679,7.4534,0.84167,0.84167,2.3352,0.85,1.025,0.675,0.7875,3.0422,22.5,2.2308,-6.2,4.9091,-7.7273,0.2,0.41667,0.22222,0.32,0.76744,0.86364,0.8,0.96667,10,0.6209,4.2056,7,10,5.3529,8.4214,33,4.9333,19.8375,0.61907,0.62559,0.73111,0.70844,76,0.21053,0.55263,19.7,20.98,
45,1,19.6583,44,7,1,"C","M",18,0.975,0.025,4.93,13.8716,0.68333,0.79167,2.8,2.5556,0.7619,0.79798,0.66667,5.3758,47.5,10.7692,-17.75,8.5556,-8.2,0.88889,1,1,1,0.63333,0.58824,0.61538,0.9,11,0.62356,-11.7637,15,12,13.0317,16.2636,4,11.875,19.575,0.62067,0.64474,0.61263,0.71263,17,0.64706,0.47059,16.7273,21.8182,
39,4,15.6417,35,7,7,"C","M",26,0.7125,0.2875,2.9798,7.8913,0.76667,0.8,1.8864,2.85,3.025,0.7125,0.55,3.8558,21.25,7.2353,-7.3333,10.8889,-1.5,0.63636,0.7,0.72222,0.8,0.69697,0.73333,0.81481,0.83333,10,0.61297,-2.1797,11,9,8.4688,6.9881,24,6.125,15.475,0.61452,0.60637,0.72656,0.71875,73,0.41096,0.39726,13.1875,14.5208,
45,1,22.8333,44,10,5,"C","F",24,0.975,0.025,6.81,11.405,0.775,0.775,1.4466,6.8081,4.7619,0.78788,0.71429,2.4592,47.5,16.1,-23.5455,13.7273,-11.5,0.9,1,1,1,0.56667,0.87097,0.75862,0.9,13,0.67025,-14.4182,16,8,13.0842,4.4,3,15.0667,21.9125,0.66866,0.65651,0.74552,0.72103,6,0.33333,0.5,15.3333,23.3333,
50,1,27.3167,49,10,5,"C","M",22,0.55,0.45,6.585,13.4539,0.675,0.7,1.3919,1.0159,2.8947,0.65079,0.70175,2.0816,5,5.7,-13.5556,11.0833,-7.2222,0.35294,0.68,0.5,0.6,0.53333,0.58824,0.78571,0.82143,8,0.6559,-0.95,15,12,14.7859,12.4297,37,10.275,27.7375,0.65369,0.63675,0.67427,0.67262,80,0.375,0.4625,27.6545,28.5273,
50,13,40.2333,37,8,7,"C","F",29,0.2875,0.7125,6.0042,7.4695,0.79167,0.84167,1.6822,0.57778,4.4533,0.77778,0.8,3.0742,21.25,8.8571,-34.5,6.8462,-19.8,0.22727,0.38095,0.38889,0.15789,0.63333,0.84375,0.82143,0.86667,15,0.65747,-16.711,4,11,12.3611,4.7913,13,18.8167,39.425,0.65263,0.66316,0.68369,0.69854,51,0.43137,0.54902,38.8,40.3714,
50,22,38.3,28,2,7,"C","M",40,0,1,2.1506,0.36416,0.78333,0.75833,1.6094,1.1739,5.8969,0.91304,0.74227,2.2956,50,2.3333,-43,5.2,-20.7143,0,0,0,0,0.67742,0.74194,0.8125,0.92308,15,0.64607,-19.419,8,16,3.5,0.48167,0,19.5583,37.575,0.64116,0.64116,0.59075,0.60762,1,0,0,NaN,NaN,
40,1,16.0917,39,4,1,"C","M",18,0.475,0.525,1.51,7.0176,0.65833,0.725,3.0647,5.0566,0.43284,0.79245,0.85075,4.9869,2.5,5.0909,-20.75,6.3846,-17.25,0.29032,0.61905,0.54545,0.58824,0.63158,0.71429,0.52,0.75862,6,0.53921,-2.2063,14,14,3.5389,8.5524,40,11.9417,14.525,0.5406,0.56746,0.64263,0.62853,80,0.35,0.475,16.1296,19.2222,
50,10,36.725,40,4,2,"C","F",18,0.375,0.625,3.9254,11.1135,0.71667,0.70833,1.6738,1.6316,0.47619,0.5614,0.60317,2.7626,12.5,7.9286,-21.1538,9,-13,0.5,0.38889,0.23529,0.33333,0.64706,0.65385,0.8,0.76667,8,0.58926,-7.0824,10,14,9.2222,13.0108,28,13.275,36.0875,0.59473,0.60226,0.69277,0.66134,78,0.28205,0.48718,34.8846,33.6538,
40,3,16.9667,37,8,3,"C","F",20,0.9,0.1,1.5208,5.8521,0.74167,0.76667,2.4298,5,1.4516,0.73034,0.77419,3.4506,40,7.125,-9.4444,2.5625,-1,0.7,0.90476,1,1,0.64516,0.7931,0.66667,0.86667,9,0.57394,-13.0069,14,11,7.3333,1.6033,8,8.1333,16.975,0.57013,0.58191,0.65334,0.67935,17,0.35294,0.35294,16.7,18.2,
35,3,14.725,32,9,5,"C","F",22,1,0,4.3987,7.983,0.59167,0.725,1.4301,0.71,3.05,0.8,0.85,2.7105,50,-1.4444,-12.4545,7.2857,-12.1667,1,1,1,1,0.4,0.63333,0.5625,0.78571,6,0.6453,8.4423,16,13,8.7094,3.2667,0,9.9833,14.9625,0.64588,0.63222,0.53292,0.5768,1,1,1,31,41,
41,1,10.4417,40,12,5,"C","F",36,0.975,0.025,3.5059,3.5881,0.59167,0.6,2.0418,0.18367,0.36364,0.76531,0.63636,2.7641,47.5,1.1667,-4.5,0,-4.3571,1,0.95455,0.94737,1,0.54054,0.6129,0.48148,0.76,6,0.57258,-1.3095,14,8,4.2751,0.375,4,2.1167,9.7375,0.57545,0.58738,0.61516,0.61111,69,0.69565,0.44928,10.2083,9.8125,
39,2,14.2583,37,4,5,"C","M",34,0.5375,0.4625,2.8857,8.2571,0.875,0.875,1.6631,1.2712,1.8525,0.71186,0.68852,1.6852,3.75,2.4,-1.5,4.2667,-5,0.62069,0.47059,0.21429,0.7,0.85714,0.78125,0.96154,0.92593,13,0.60286,5.3667,10,8,6.7747,9.6085,43,4.5167,14.2125,0.59746,0.6381,0.75492,0.7381,80,0.4,0.625,13.5714,14.5536,
41,6,25.0583,35,4,1,"C","M",36,0.5125,0.4875,0.25,5.2869,0.73333,0.75833,2.4832,4.5789,5.6667,0.64912,0.85714,6.0105,1.25,-0.33333,-13.8571,0.45455,-30.7692,0.63636,0.5,0.52381,0.36842,0.71875,0.75,0.74194,0.72414,10,0.5071,17.7,12,13,5.7278,5.1744,36,9.6333,24.9,0.50746,0.53409,0.6457,0.63433,75,0.32,0.52,24.449,20.6327,
50,1,31.6,49,10,7,"C","F",25,0.0125,0.9875,14.5876,14.4043,0.88333,0.88333,2.0961,1.64,1.1684,0.52,0.69474,4.0719,48.75,0.69231,2,1.8889,-1,0.055556,0,0,0,0.74194,0.8125,1,1,15,0.78066,4.1966,6,7,14.4683,12.8003,2,3.4,32.8,0.7783,0.79245,0.78167,0.77561,3,0,0.33333,11,11,
50,1,36.175,49,6,6,"C","M",26,0.425,0.575,14.3201,11.2498,0.69167,0.75833,1.6727,5.1,4.1143,0.8,0.84286,2.4465,7.5,11,-34.5714,12,-32.0833,0.5,0.3913,0.41026,NaN,0.36667,0.67647,0.875,NaN,10,0.78183,-1.4881,15,10,3.8627,17.18,38,22.075,36.9,0.78053,0.73836,0.61728,0.67696,79,0.24051,0.48101,38.2353,41.9804,
32,5,26.2833,27,5,3,"C","M",35,0.9875,0.0125,2.5176,0.9564,0.81667,0.85,2.5812,1.27,4.3,0.72,0.85,6.349,48.75,-2.4545,-5.7,-1.7692,-16.8333,1,0.94118,1,1,0.71875,0.83333,0.83333,0.90909,15,0.59532,11.8186,14,8,0.66336,6.2,2,9.175,25.975,0.60297,0.6025,0.58007,0.60458,80,0.65,0.55,25.8077,25.25,
40,2,13.0083,38,3,5,"C","F",22,0.9,0.1,3.2844,7.68,0.625,0.75,2.553,1.8764,0.51613,0.85393,0.67742,3.7479,40,6.9091,-12.5,3.9167,-10.0909,0.83333,0.86667,0.94737,1,0.48649,0.69231,0.64516,0.73077,10,0.61896,-5.4015,8,8,7.5684,6.2917,8,9.125,12.025,0.6157,0.61556,0.69481,0.69444,69,0.62319,0.37681,13.8864,14.7955,
50,2,25.4917,48,8,2,"C","F",20,0.6,0.4,9.6891,15.395,0.70833,0.81667,1.8631,0.88571,2.1,0.77143,0.62,3.702,10,4.8571,-16,3.875,-12.6,0.6087,0.57895,0.6875,0.54545,0.51613,0.72414,0.74194,0.86207,11,0.69059,-4.3821,10,8,18.4872,11.3298,22,9.5083,25.175,0.69378,0.66471,0.66698,0.67486,80,0.3625,0.4625,24.9815,24.5556,
45,2,19.275,43,8,7,"C","F",26,0.725,0.275,4.7986,5.9167,0.6,0.68333,1.6318,1.5065,0.39535,0.63636,0.74419,3.0356,22.5,4.6364,-16.5,3.7273,-9.9,0.68182,0.59091,0.70588,0.94737,0.40625,0.61765,0.58333,0.8,6,0.63889,-7.5091,16,8,7.0865,3.5822,18,9.3917,18.9625,0.63773,0.61806,0.60109,0.62099,49,0.46939,0.36735,22.9355,21.5484,
50,1,26.3333,49,3,7,"C","F",22,0.65,0.35,8.5511,15.7585,0.73333,0.73333,2.8605,2.8056,1.5417,0.72222,0.66667,4.7278,15,5.7,-11.9,1.9231,-5.8571,0.59091,0.78947,0.72,0.42857,0.62857,0.76923,0.6875,0.88889,15,0.62855,-9.8198,12,13,14.7905,17.244,32,8.8833,25.3125,0.62642,0.64205,0.71342,0.69034,78,0.38462,0.47436,22.86,26.56,
45,1,15.6583,44,2,3,"C","F",21,0.95,0.05,5.4574,10.733,0.73333,0.85,1.5485,5.0106,10.8462,0.76596,0.88462,2.5094,45,15.1429,-17.8182,16.5294,-17.4,0.95652,0.90476,1,0.94444,0.59375,0.64516,0.81481,0.9,15,0.66335,0.96837,16,8,8.5826,18.5338,3,16.1417,15.05,0.66016,0.66619,0.63181,0.6634,75,0.62667,0.52,14.38,22.3,
50,10,29.9833,40,5,2,"C","F",18,0.1,0.9,2.675,5.4875,0.66667,0.70833,1.9934,0.4375,3.0227,0.65625,0.64773,3.3436,40,1.5333,-8.7778,8,-14.625,0,0.055556,0.13636,0.28571,0.52778,0.7037,0.77419,0.69231,6,0.58859,12.3139,14,13,3.4848,6.2414,8,10.6833,29.4875,0.58656,0.60625,0.63227,0.61933,53,0.13208,0.41509,28.4474,31.2368,
30,1,9.3583,29,4,3,"C","M",21,0.4125,0.5875,0.44139,11.837,0.65,0.725,1.3962,10.8077,1.8235,0.92308,0.75,2.3878,8.75,14,-10,10.5,-9.9231,0.33333,0.42105,0.41667,0.53846,0.68571,0.65517,0.57576,0.69565,11,0.47924,-3.5769,8,12,14.4359,7.9629,30,12.5333,9.1,0.4884,0.54121,0.68722,0.70794,80,0.225,0.4875,8.7143,13.3929,
40,1,7.6083,39,4,7,"C","M",23,0.6625,0.3375,4.2407,6.8385,0.76667,0.75833,2.2047,0.93151,1.0851,0.78082,0.78723,3.2107,16.25,3.25,-3.5,7.2857,-4.1538,0.64286,0.7,0.6875,0.625,0.63636,0.84615,0.73077,0.95833,11,0.65877,4.6896,8,8,3.8161,11.2715,23,4.0583,7.225,0.64829,0.65062,0.76279,0.75218,76,0.38158,0.48684,7.8776,8.1633,
